lat,lng,depth
-27.393355,153.148811,-2.17
-27.393581,153.148561,-2.28
-27.393261,153.149571,-0.86
-27.393796,153.149553,-2.21
-27.393481,153.149825,-0.84
-27.393577,153.149848,-1.12
-27.393948,153.150076,-0.84
-27.397188,153.147871,-1.56
-27.396963,153.148159,-0.95
-27.395187,153.146792,-2.54
-27.394602,153.146813,-0.90
-27.394710,153.146793,-1.33
-27.394597,153.147046,-1.54
-27.394937,153.146792,-1.88
-27.394479,153.147192,-1.47
-27.394480,153.147040,-0.86
-27.394255,153.147205,-0.92
-27.394255,153.147031,-0.80
-27.396060,153.148563,-1.25
-27.396065,153.148814,-0.98
-27.396289,153.148567,-0.94
-27.394707,153.147549,-2.66
-27.394707,153.147802,-2.41
-27.394944,153.147550,-2.25
-27.394933,153.148054,-2.29
-27.395622,153.149322,-0.85
-27.394009,153.147548,-2.13
-27.394033,153.147550,-2.67
-27.394256,153.147295,-1.86
-27.393579,153.147546,-2.48
-27.393286,153.149838,-0.83
-27.393291,153.150075,-0.84
-27.393285,153.150333,-0.83
-27.393350,153.150122,-0.84
-27.393350,153.150340,-0.85
-27.393577,153.150080,-0.84
-27.393575,153.150333,-0.84
-27.602425,152.746661,-2.09
-27.602429,152.746786,-1.73
-27.601750,152.748818,-2.33
-27.602017,152.748560,-1.55
-27.602201,152.748084,-1.63
-27.601527,152.749069,-1.66
-27.601332,152.749074,-2.49
-27.601080,152.749323,-1.48
-27.607855,152.755863,-1.80
-27.608068,152.755393,-1.17
-27.608260,152.756398,-1.79
-27.608308,152.756469,-2.37
-27.608529,152.755901,-1.19
-27.608980,152.756688,-1.24
-27.608757,152.756447,-1.37
-27.606456,152.756659,-2.69
-27.606897,152.755644,-1.56
-27.606951,152.756097,-1.38
-27.607178,152.755956,-2.55
-27.608304,152.755642,-1.28
-27.607871,152.755889,-1.21
-27.607192,152.755395,-1.07
-27.606502,152.755909,-0.74
-27.605639,152.756660,-0.72
-27.603323,152.756666,-1.26
-27.602321,152.756608,-1.67
-27.601995,152.756406,-1.88
-27.601506,152.755659,-1.68
-27.601063,152.755402,-1.52
-27.600871,152.755799,-2.46
-27.600821,152.755407,-0.79
-27.601986,152.755909,-1.13
-27.602434,152.756160,-1.02
-27.602888,152.756429,-1.00
-27.602451,152.756665,-1.24
-27.506354,153.004427,-2.12
-27.506729,153.003843,-2.06
-27.506950,153.003553,-1.33
-27.507182,153.003339,-1.37
-27.507852,153.002736,-2.33
-27.506260,153.001392,-2.73
-27.506357,153.001153,-2.35
-27.509666,153.001293,-2.16
-27.510114,153.001037,-1.57
-27.510568,153.000846,-1.18
-27.506694,153.000033,-2.50
-27.507170,153.000138,-1.97
-27.507347,153.000048,-1.87
-27.504683,153.004177,-2.53
-27.504901,153.003936,-2.54
-27.504924,153.003672,-2.62
-27.505022,153.003457,-2.14
-27.504998,153.003404,-1.76
-27.505153,153.003344,-1.41
-27.505582,153.002784,-2.55
-27.506051,153.001687,-2.13
-27.506121,153.001646,-1.39
-27.504475,153.004772,-1.58
-27.504504,153.004936,-1.29
